C:\Users\lgidu\venv\pyPoll_hw\Scripts\python.exe C:/Users/lgidu/PycharmProjects/pythonhw/pyboss2.py
<zip object at 0x000001F7DB0DE808>
['EmpID', 'FirstName', 'LastName', 'DOB', 'SSN', 'State']
['188', 'Sandra', 'Cooper', '1/7/1961', '***-**-0052', 'MD']
['534', 'Morgan', 'Serrano', '1/1/1967', '***-**-8728', 'TN']
['1440', 'Arthur', 'Jones', '12/8/1976', '***-**-7004', 'NH']
['1426', 'Michele', 'Kane', '3/18/1991', '***-**-0762', 'CO']
['163', 'Justin', 'Chambers', '12/11/1974', '***-**-6828', 'RI']
['1967', 'Victoria', 'Odonnell', '11/15/1990', '***-**-7860', 'ID']
['1148', 'Robert', 'Tate', '6/19/1958', '***-**-7912', 'DE']
['1441', 'Kimberly', 'Harrison', '1/22/1983', '***-**-8825', 'KS']
['395', 'Madison', 'Herrera', '10/10/1994', '***-**-7928', 'NJ']
['1495', 'Pamela', 'Duke', '1/29/1991', '***-**-0016', 'VT']
['1983', 'Michelle', 'Mahoney', '8/24/1967', '***-**-1696', 'MD']
['483', 'Emma', 'Rivera', '12/1/1968', '***-**-2448', 'MN']
['1018', 'Timothy', 'Kidd', '10/16/1969', '***-**-8122', 'CO']
['2088', 'Robert', 'Anderson', '3/28/1960', '***-**-8513', 'AR']
['521', 'Lauren', 'Christian', '4/7/1974', '***-**-1600', 'AZ']
['156', 'Robert', 'Leblanc', '8/6/1989', '***-**-6589', 'MO']
['250', 'Samuel', 'Oneill', '12/28/1969', '***-**-1134', 'RI']
['1919', 'Jessica', 'Davis', '7/21/1991', '***-**-8089', 'WA']
['790', 'Robert', 'Hall', '6/20/1976', '***-**-1556', 'OR']
['350', 'Jimmy', 'Williams', '1/12/1966', '***-**-3576', 'ID']
['1961', 'Angelica', 'Stephenson', '6/26/1989', '***-**-2867', 'UT']
['476', 'Sabrina', 'Brooks', '5/4/1963', '***-**-6105', 'WA']
['1593', 'Andrew', 'Scott', '4/18/1992', '***-**-5721', 'ME']
['1291', 'John', 'Johnson', '9/2/1970', '***-**-4967', 'MI']
['149', 'Brandon', 'Lewis', '7/17/1965', '***-**-7154', 'GA']
['1001', 'Brandon', 'Williams', '6/4/1967', '***-**-1612', 'SC']
['1773', 'Brad', 'Mullins', '1/25/1967', '***-**-0326', 'WV']
['2012', 'Philip', 'Murphy', '5/23/1966', '***-**-1846', 'WV']
['832', 'Justin', 'Webster', '8/29/1957', '***-**-6035', 'KY']
['1923', 'Tiffany', 'Brown', '4/4/1980', '***-**-5633', 'PA']
['278', 'Jeff', 'Hall', '3/10/1970', '***-**-4574', 'NJ']
['1408', 'Jason', 'Hernandez', '6/19/1957', '***-**-6120', 'MS']
['8', 'Patrick', 'Flores', '12/5/1981', '***-**-5389', 'TX']
['2083', 'Samantha', 'Arnold', '11/29/1987', '***-**-6311', 'DE']
['879', 'Jamie', 'Garcia', '5/22/1982', '***-**-4211', 'VT']
['304', 'Samantha', 'Barnes', '12/26/1967', '***-**-5686', 'CT']
['667', 'Jason', 'Kelly', '8/30/1969', '***-**-6812', 'NC']
['1314', 'Kimberly', 'Brown', '5/9/1966', '***-**-7723', 'NM']
['2064', 'Kristen', 'Lopez', '1/26/1973', '***-**-0026', 'KS']
['712', 'Megan', 'Christian', '3/9/1977', '***-**-1901', 'RI']
['854', 'Brianna', 'Cole', '1/19/1969', '***-**-1009', 'WY']
['297', 'Michael', 'Lee', '12/25/1985', '***-**-8986', 'IA']
['741', 'Jason', 'Flores', '8/6/1982', '***-**-7461', 'ND']
['1929', 'Matthew', 'Conway', '1/14/1974', '***-**-8056', 'IL']
['256', 'Katie', 'Chavez', '7/22/1994', '***-**-4583', 'OH']
['887', 'Michael', 'Johnson', '3/1/1981', '***-**-8551', 'AR']
['771', 'Kimberly', 'Morrison', '10/29/1966', '***-**-2813', 'NC']
['1349', 'Michelle', 'Lopez', '7/24/1966', '***-**-5544', 'OH']
['989', 'Willie', 'Washington', '1/6/1968', '***-**-5431', 'OH']
['1911', 'Timothy', 'Palmer', '12/18/1990', '***-**-9679', 'TX']
['531', 'Melvin', 'Coleman', '2/23/1989', '***-**-1451', 'NY']
['755', 'Jessica', 'Mcguire', '4/11/1978', '***-**-4362', 'AR']
['1680', 'Rachael', 'Dunlap', '10/10/1981', '***-**-1019', 'VA']
['780', 'James', 'Oconnor', '8/30/1981', '***-**-3755', 'ID']
['1592', 'Ronald', 'Koch', '1/31/1994', '***-**-2722', 'RI']
['1809', 'Edward', 'Johnson', '11/15/1989', '***-**-2991', 'AR']
['538', 'Julie', 'King', '2/26/1986', '***-**-6609', 'NH']
['421', 'Katherine', 'Vargas', '10/5/1969', '***-**-7601', 'AZ']
['1178', 'Linda', 'Finley', '1/15/1965', '***-**-5300', 'SC']
['1401', 'Peter', 'Gardner', '10/11/1959', '***-**-8035', 'DE']
['1307', 'Aaron', 'Anderson', '11/26/1976', '***-**-6955', 'MO']
['1585', 'Laura', 'Nichols', '4/13/1989', '***-**-0883', 'OK']
['565', 'Dale', 'Watkins', '10/26/1994', '***-**-9944', 'AR']
['1043', 'Kenneth', 'Smith', '7/6/1958', '***-**-4322', 'GA']
['209', 'Kristen', 'Thompson', '5/15/1961', '***-**-7294', 'KY']
['1421', 'Brittany', 'Short', '6/1/1975', '***-**-4026', 'MA']
['742', 'Diane', 'Henson', '10/24/1987', '***-**-8999', 'DE']
['569', 'Dominic', 'Alvarado', '2/26/1989', '***-**-8246', 'NM']
['549', 'Carol', 'Harris', '2/3/1958', '***-**-1996', 'PA']
['646', 'Carolyn', 'Rodriguez', '9/30/1979', '***-**-6457', 'ME']
['841', 'Virginia', 'Collins', '7/14/1981', '***-**-9157', 'NC']
['1288', 'James', 'Green', '12/14/1983', '***-**-0300', 'MS']
['560', 'James', 'Hall', '8/20/1961', '***-**-5656', 'ND']
['1754', 'Alexa', 'Hoffman', '2/15/1976', '***-**-6980', 'DE']
['1608', 'Brittany', 'Jenkins', '7/10/1985', '***-**-3941', 'DE']
['1820', 'Anthony', 'Hatfield', '4/30/1991', '***-**-1190', 'CA']
['814', 'Danielle', 'Moore', '4/20/1961', '***-**-2190', 'IN']
['793', 'Stephanie', 'Hooper', '12/13/1961', '***-**-5031', 'OH']
['803', 'Dawn', 'Schmidt', '4/28/1985', '***-**-1921', 'IL']
['602', 'Teresa', 'Johnson', '8/7/1971', '***-**-3185', 'PA']
['1382', 'David', 'Costa', '10/1/1976', '***-**-1318', 'DE']
['998', 'Thomas', 'Ryan', '2/24/1993', '***-**-5795', 'GA']
['303', 'Kaylee', 'Morris', '10/30/1958', '***-**-6276', 'NH']
['469', 'Brandon', 'Ramsey', '5/24/1983', '***-**-9477', 'OK']
['371', 'Brandi', 'Smith', '12/7/1959', '***-**-0849', 'MT']
['1546', 'Michael', 'Kramer', '1/7/1965', '***-**-4739', 'TX']
['1340', 'Jennifer', 'Collins', '8/28/1994', '***-**-9156', 'NV']
['68', 'Kathleen', 'Cordova', '12/15/1962', '***-**-2943', 'OR']
['1749', 'Cheryl', 'Adams', '6/11/1958', '***-**-5218', 'OR']
['505', 'Jeff', 'Myers', '9/11/1981', '***-**-0450', 'CT']
['127', 'Edwin', 'Barnes', '3/10/1963', '***-**-4450', 'OK']
['1942', 'Adam', 'Vaughan', '2/16/1974', '***-**-7162', 'PA']
['132', 'Brittany', 'Johnson', '1/14/1965', '***-**-1617', 'WY']
['942', 'Jennifer', 'King', '5/4/1971', '***-**-3483', 'WV']
['77', 'Thomas', 'Collins', '12/23/1975', '***-**-8157', 'NJ']
['390', 'Victoria', 'Lee', '4/30/1966', '***-**-5617', 'CT']
['1306', 'Elizabeth', 'Hubbard', '6/12/1959', '***-**-2613', 'IL']
['981', 'Sarah', 'Zamora', '11/13/1992', '***-**-2194', 'LA']
['671', 'Melissa', 'Stewart', '7/9/1970', '***-**-2528', 'IA']
['54', 'Alexis', 'Mccoy', '3/10/1969', '***-**-5527', 'NH']
['211', 'Steven', 'Phillips', '8/4/1970', '***-**-2964', 'MT']
['1992', 'Alyssa', 'Evans', '3/5/1994', '***-**-6349', 'WY']
['1610', 'Charlotte', 'Nelson', '12/6/1973', '***-**-9600', 'VA']
['411', 'Peter', 'Harding', '6/13/1973', '***-**-7320', 'WI']
['45', 'Scott', 'Hendricks', '11/16/1974', '***-**-1123', 'NM']
['816', 'Tara', 'Martinez', '8/9/1990', '***-**-1744', 'VA']
['3', 'Christopher', 'Shaw', '2/25/1989', '***-**-2623', 'UT']
['1062', 'Priscilla', 'Franklin', '9/14/1975', '***-**-0352', 'AK']
['680', 'Pamela', 'Rogers', '12/31/1964', '***-**-3578', 'NC']
['1146', 'Steven', 'Walters', '9/2/1991', '***-**-6866', 'KY']
['1697', 'Emily', 'Thompson', '2/18/1990', '***-**-2519', 'AZ']
['964', 'Jason', 'Peterson', '8/20/1989', '***-**-6448', 'MI']
['1613', 'Bethany', 'Casey', '8/6/1969', '***-**-1342', 'MS']
['528', 'John', 'Ford', '11/5/1986', '***-**-5334', 'OH']
['170', 'Robert', 'Levy', '6/10/1976', '***-**-7263', 'NC']
['1411', 'Edward', 'Peters', '6/2/1976', '***-**-0801', 'WA']
['1679', 'William', 'Bush', '6/21/1976', '***-**-0131', 'CT']
['1127', 'Duane', 'Williams', '1/27/1961', '***-**-9445', 'OK']
['9', 'William', 'Edwards', '6/21/1992', '***-**-9569', 'TN']
['2073', 'Roger', 'Wall', '4/17/1969', '***-**-4292', 'AL']
['516', 'Nancy', 'Moore', '3/9/1973', '***-**-7870', 'DE']
['1179', 'Deborah', 'Morales', '5/24/1963', '***-**-7227', 'CT']
['1106', 'Cody', 'Leon', '4/26/1992', '***-**-9067', 'MA']
['1756', 'Mandy', 'Greer', '11/15/1987', '***-**-9670', 'NY']
['824', 'Brenda', 'Kent', '8/9/1961', '***-**-9315', 'NY']
['402', 'Jonathan', 'Ramirez', '12/16/1981', '***-**-8612', 'NM']
['1893', 'Steven', 'Thompson', '1/19/1973', '***-**-5311', 'MO']
['553', 'Michael', 'Monroe', '4/18/1983', '***-**-0960', 'OR']
['1980', 'Samuel', 'Santos', '3/14/1990', '***-**-2063', 'OK']
['2046', 'Lori', 'Martinez', '11/16/1959', '***-**-8278', 'NE']
['293', 'Paul', 'Green', '10/6/1975', '***-**-3279', 'AR']
['1857', 'Jessica', 'Harris', '1/25/1994', '***-**-7804', 'VA']
['1717', 'Jacob', 'Archer', '3/13/1961', '***-**-3018', 'MO']
['1096', 'Amanda', 'Fisher', '3/15/1967', '***-**-9755', 'AR']
['745', 'Cynthia', 'Bonilla', '3/23/1979', '***-**-7002', 'TN']
['109', 'Clarence', 'Daniels', '8/6/1992', '***-**-9651', 'OR']
['2112', 'David', 'Wood', '3/22/1979', '***-**-9249', 'NC']
['1189', 'Matthew', 'Moore', '4/13/1991', '***-**-4233', 'WY']
['1058', 'Alexandra', 'Paul', '9/30/1991', '***-**-8532', 'TX']
['581', 'Kim', 'Wells', '1/13/1981', '***-**-5644', 'NM']
['1528', 'Thomas', 'Cortez', '8/8/1959', '***-**-9213', 'LA']
['1216', 'Nicole', 'Rodriguez', '11/28/1972', '***-**-4951', 'OK']
['405', 'Katherine', 'Hernandez', '2/8/1988', '***-**-0837', 'FL']
['550', 'Allen', 'Perez', '8/24/1971', '***-**-9596', 'AZ']
['686', 'Jacob', 'Martinez', '4/16/1965', '***-**-0313', 'KS']
['498', 'Jacqueline', 'Cooper', '3/8/1963', '***-**-9512', 'DE']
['905', 'Stephanie', 'Davis', '10/17/1968', '***-**-9170', 'MT']
['1033', 'Cathy', 'Mcgee', '2/3/1959', '***-**-8652', 'VT']
['619', 'Margaret', 'Smith', '5/5/1968', '***-**-7479', 'SD']
['2113', 'Gina', 'Bauer', '8/13/1963', '***-**-1576', 'HI']
['2111', 'James', 'Lucero', '2/19/1961', '***-**-9626', 'AK']
['1159', 'Daniel', 'Morrison', '2/11/1976', '***-**-5212', 'MA']
['536', 'Vanessa', 'Rodriguez', '10/21/1958', '***-**-6073', 'NH']
['1535', 'Lauren', 'Perez', '7/3/1981', '***-**-9578', 'ME']
['220', 'Alicia', 'Andrade', '2/4/1977', '***-**-0807', 'CT']
['1168', 'Carlos', 'Gibson', '9/16/1962', '***-**-6761', 'WI']
['1415', 'Kathryn', 'Sanchez', '3/3/1972', '***-**-9884', 'NV']
['580', 'Thomas', 'Stout', '8/27/1990', '***-**-5841', 'MS']
['1784', 'Nicholas', 'Rice', '4/21/1980', '***-**-5065', 'HI']
['1144', 'Jamie', 'Shields', '12/19/1983', '***-**-8231', 'OH']
['1357', 'Holly', 'Jones', '7/6/1958', '***-**-4145', 'GA']
['48', 'Aaron', 'Jones', '9/29/1987', '***-**-6140', 'ID']
['32', 'Heidi', 'Fowler', '2/19/1964', '***-**-4145', 'RI']
['765', 'Katherine', 'Benson', '12/10/1969', '***-**-8721', 'SC']
['1442', 'Linda', 'Robbins', '4/21/1985', '***-**-7171', 'KY']
['265', 'Joseph', 'Martin', '7/24/1987', '***-**-3577', 'MN']
['1823', 'Anthony', 'Burns', '2/15/1969', '***-**-2863', 'VT']
['1393', 'Richard', 'Hahn', '3/6/1961', '***-**-5875', 'TN']
['87', 'Jennifer', 'Romero', '8/14/1961', '***-**-4582', 'AL']
['768', 'John', 'Munoz', '4/16/1991', '***-**-5426', 'CA']
['2001', 'Katherine', 'Maynard', '1/14/1975', '***-**-4906', 'NJ']
['902', 'Willie', 'Raymond', '5/19/1961', '***-**-4564', 'MT']
['1840', 'Eric', 'Aguilar', '6/19/1960', '***-**-8610', 'WI']
['1074', 'Tasha', 'Marquez', '6/19/1957', '***-**-7993', 'KY']
['999', 'Howard', 'Byrd', '4/10/1986', '***-**-5376', 'MI']
['1379', 'David', 'Cummings', '2/13/1983', '***-**-7451', 'OR']
['1376', 'Jeanette', 'Kirk', '12/28/1981', '***-**-2769', 'WV']
['532', 'Melissa', 'Herman', '4/11/1988', '***-**-7654', 'WI']
['40', 'Mark', 'Norris', '4/11/1976', '***-**-4486', 'MT']
['1323', 'Maria', 'Patterson', '2/9/1960', '***-**-5543', 'TX']
['1551', 'Steven', 'Smith', '3/12/1983', '***-**-6077', 'NH']
['21', 'Rose', 'May', '8/29/1982', '***-**-7332', 'WY']
['1600', 'Christopher', 'Santiago', '4/22/1967', '***-**-0657', 'UT']
['931', 'Shannon', 'Martinez', '1/11/1992', '***-**-2174', 'AL']
['1623', 'Austin', 'Smith', '2/16/1964', '***-**-4922', 'WI']
['1276', 'Brian', 'Myers', '4/19/1961', '***-**-8072', 'FL']
['81', 'Michael', 'Davis', '1/20/1987', '***-**-5600', 'NJ']
['842', 'Nicole', 'Dudley', '7/8/1967', '***-**-2651', 'AZ']
['456', 'Ashley', 'Hill', '1/3/1964', '***-**-0671', 'SC']
['723', 'Adam', 'Martinez', '11/1/1991', '***-**-2549', 'NY']
['777', 'Isabella', 'Carr', '10/9/1968', '***-**-2902', 'IN']
['191', 'Daniel', 'Morales', '3/21/1963', '***-**-5432', 'HI']
['1295', 'Andrew', 'Williams', '11/30/1986', '***-**-6925', 'ID']
['955', 'Cody', 'King', '7/27/1962', '***-**-8237', 'CO']
['1913', 'Angela', 'Gonzales', '8/27/1966', '***-**-8623', 'MS']
['1397', 'Adam', 'Arnold', '11/18/1978', '***-**-3401', 'WI']
['1556', 'John', 'Bender', '10/7/1970', '***-**-0475', 'AR']
['608', 'Megan', 'Jenkins', '11/25/1982', '***-**-3819', 'NV']
['1644', 'Darren', 'Frederick', '1/24/1981', '***-**-8624', 'CT']
['485', 'Karen', 'Pena', '8/5/1970', '***-**-1440', 'DE']
['1924', 'Marcus', 'Barnes', '10/11/1989', '***-**-0858', 'HI']
['153', 'Steven', 'Williams', '9/9/1964', '***-**-2930', 'GA']
['2096', 'Anna', 'Anderson', '5/18/1969', '***-**-3943', 'WA']
['1538', 'Patricia', 'Lucas', '3/21/1959', '***-**-9386', 'OK']
['441', 'John', 'Johnson', '12/27/1988', '***-**-6649', 'MN']
['1883', 'Sara', 'Lam', '10/11/1970', '***-**-9907', 'IN']
['1366', 'Anne', 'Moore', '8/13/1959', '***-**-6421', 'MN']
['1051', 'Christopher', 'Shepherd', '2/9/1974', '***-**-5640', 'RI']
['794', 'David', 'Brock', '12/8/1958', '***-**-8176', 'IA']
['1373', 'Tina', 'Morgan', '8/17/1986', '***-**-6007', 'KS']
['872', 'Lisa', 'Terry', '10/7/1977', '***-**-5940', 'SD']
['1817', 'Virginia', 'Simmons', '7/26/1982', '***-**-2224', 'FL']
['851', 'Laura', 'Brooks', '12/16/1962', '***-**-4803', 'MT']
['556', 'Brian', 'Miller', '8/4/1978', '***-**-1134', 'WV']
['1952', 'Elizabeth', 'Adams', '7/28/1983', '***-**-8567', 'WV']
['1395', 'Terri', 'Bird', '6/17/1988', '***-**-3331', 'VT']
['1463', 'Justin', 'Sanders', '8/10/1992', '***-**-6990', 'MN']
['1994', 'Tiffany', 'George', '2/6/1967', '***-**-9311', 'OR']
['138', 'Travis', 'Welch', '4/18/1983', '***-**-6679', 'MA']
['1092', 'Jason', 'Calderon', '8/21/1988', '***-**-1362', 'SC']
['234', 'Jerry', 'Osborne', '6/12/1965', '***-**-7056', 'NY']
['677', 'Kelsey', 'Gonzalez', '5/9/1973', '***-**-9942', 'TN']
['1748', 'Tonya', 'Wood', '4/29/1986', '***-**-7162', 'MS']
['1888', 'Michelle', 'Richards', '3/9/1960', '***-**-7073', 'NC']
['1484', 'Sarah', 'Craig', '7/20/1977', '***-**-1964', 'AK']
['342', 'Kyle', 'Johnson', '1/2/1966', '***-**-6532', 'HI']
['431', 'Paul', 'Wilson', '10/17/1969', '***-**-6326', 'AK']
['874', 'Alyssa', 'Rodriguez', '10/30/1958', '***-**-9354', 'MO']
['1007', 'Michelle', 'Woodard', '3/25/1984', '***-**-6544', 'KS']
['102', 'Thomas', 'Lindsey', '10/16/1992', '***-**-9938', 'CA']
['1399', 'Kevin', 'Stewart', '11/17/1971', '***-**-5371', 'MS']
['1761', 'Ronald', 'Martinez', '5/11/1978', '***-**-0592', 'WA']
['19', 'Aaron', 'Hanna', '2/6/1988', '***-**-8006', 'VA']
['1025', 'Elizabeth', 'Cohen', '11/11/1987', '***-**-2825', 'ID']
['924', 'Jonathan', 'Henderson', '2/23/1970', '***-**-6202', 'LA']
['1054', 'Heather', 'Hernandez', '5/18/1988', '***-**-2975', 'MN']
['1799', 'Laura', 'Young', '12/4/1991', '***-**-6643', 'MI']
['1521', 'Heidi', 'Moran', '1/23/1961', '***-**-2555', 'OK']
['1348', 'Sean', 'Johnson', '10/14/1989', '***-**-3225', 'NJ']
['1897', 'Barbara', 'Smith', '2/6/1974', '***-**-5229', 'NY']
['484', 'Jason', 'Freeman', '6/5/1960', '***-**-3738', 'ME']
['994', 'Jackie', 'Cummings', '8/19/1962', '***-**-9255', 'ME']
['217', 'David', 'Shelton', '7/8/1994', '***-**-9705', 'MS']
['983', 'Jeanette', 'Everett', '3/14/1984', '***-**-8061', 'NJ']
['1474', 'Michael', 'Martin', '1/12/1990', '***-**-0362', 'ND']
['1453', 'Shelby', 'Garcia', '6/21/1992', '***-**-9256', 'SC']
['298', 'Brian', 'Dudley', '3/23/1967', '***-**-2714', 'NJ']
['1028', 'Andrea', 'Ramos', '8/22/1994', '***-**-4870', 'AL']
['773', 'Alexandra', 'Gray', '7/14/1972', '***-**-2578', 'AL']
['482', 'Adam', 'Contreras', '2/29/1992', '***-**-0224', 'WI']
['189', 'Taylor', 'Adams', '3/7/1959', '***-**-8505', 'TN']
['283', 'Mitchell', 'Thomas', '12/20/1988', '***-**-0577', 'SD']
['1965', 'Courtney', 'Reid', '7/2/1961', '***-**-9747', 'MI']
['1330', 'Kayla', 'Mcguire', '10/23/1968', '***-**-3190', 'IN']
['1197', 'Chad', 'Rodriguez', '6/25/1960', '***-**-0966', 'KY']
['977', 'Kevin', 'Garcia', '5/17/1963', '***-**-4908', 'FL']
['418', 'Daniel', 'Walker', '10/31/1985', '***-**-8850', 'NJ']
['847', 'Colton', 'Ross', '8/11/1994', '***-**-3123', 'IN']
['1369', 'Erica', 'Smith', '10/2/1973', '***-**-5830', 'SC']
['1794', 'Nicholas', 'Henry', '9/19/1980', '***-**-9335', 'IN']
['1289', 'Ruth', 'Reeves', '12/11/1965', '***-**-9922', 'MD']
['859', 'Gina', 'Rodriguez', '6/7/1981', '***-**-6047', 'TX']
['237', 'John', 'Macdonald', '1/28/1967', '***-**-8496', 'HI']
['1263', 'Michelle', 'Moreno', '9/13/1975', '***-**-3075', 'PA']
['1860', 'Michael', 'Farrell', '1/11/1972', '***-**-9728', 'ND']
['1713', 'Lynn', 'Fox', '7/5/1972', '***-**-9052', 'VT']
['1782', 'James', 'Williams', '9/18/1992', '***-**-9225', 'HI']
['2060', 'Robert', 'Williams', '7/28/1966', '***-**-5396', 'IL']
['2078', 'Matthew', 'Solis', '12/21/1990', '***-**-6541', 'ID']
['145', 'Anita', 'Hill', '7/28/1961', '***-**-9891', 'CA']
['1827', 'Mary', 'Davis', '4/19/1984', '***-**-8228', 'TN']
['699', 'Kyle', 'Wood', '2/2/1966', '***-**-0765', 'FL']
['316', 'Natalie', 'Carlson', '6/24/1979', '***-**-7026', 'MD']
['693', 'Scott', 'Smith', '11/25/1975', '***-**-4104', 'TX']
['31', 'Jessica', 'Jones', '6/16/1986', '***-**-3598', 'OH']
['1299', 'Loretta', 'Vasquez', '10/25/1966', '***-**-0870', 'SD']
['339', 'Kathryn', 'Bonilla', '8/9/1978', '***-**-3708', 'RI']
['775', 'Luke', 'West', '8/14/1967', '***-**-6228', 'NC']
['650', 'Thomas', 'Byrd', '9/6/1967', '***-**-7030', 'VT']
['236', 'Edwin', 'Williams', '10/29/1994', '***-**-1359', 'NE']
['1915', 'Steven', 'Lewis', '12/24/1980', '***-**-1947', 'MA']
['582', 'Aaron', 'Bruce', '8/1/1966', '***-**-2115', 'WV']
['1912', 'Leonard', 'Brown', '4/6/1969', '***-**-6711', 'CT']
['1881', 'Deborah', 'Jackson', '12/10/1979', '***-**-2438', 'AL']
['1688', 'John', 'Marshall', '4/25/1967', '***-**-0554', 'CT']
['1211', 'Melissa', 'Mercado', '9/22/1994', '***-**-7490', 'TX']
['1134', 'Adam', 'Blackburn', '12/8/1969', '***-**-7922', 'MO']
['1719', 'Daniel', 'Gibson', '9/2/1957', '***-**-1030', 'CT']
['943', 'Jessica', 'Davis', '7/23/1972', '***-**-3297', 'SC']
['1459', 'Johnny', 'Downs', '8/1/1984', '***-**-6934', 'CO']
['13', 'Anthony', 'Simpson', '10/15/1981', '***-**-5784', 'NM']
['1067', 'Patricia', 'Beard', '10/16/1983', '***-**-7152', 'PA']
['1192', 'Justin', 'Henry', '7/30/1992', '***-**-2649', 'GA']
['10', 'Dwayne', 'Mckee', '10/16/1973', '***-**-2174', 'ME']
['601', 'Mark', 'Mendez', '5/11/1991', '***-**-3104', 'AZ']
['2080', 'Ryan', 'Martin', '1/2/1983', '***-**-5485', 'CT']
['1550', 'Stacey', 'Joyce', '12/6/1957', '***-**-3672', 'IN']
['409', 'Sarah', 'King', '2/3/1980', '***-**-1925', 'TN']
['669', 'Kathy', 'Simpson', '4/23/1974', '***-**-0462', 'AL']
['204', 'Jill', 'Perry', '12/30/1983', '***-**-3501', 'IL']
['1780', 'Cory', 'Williams', '8/15/1988', '***-**-0423', 'IL']
['16', 'Tiffany', 'Thomas', '10/10/1971', '***-**-8636', 'KY']
['554', 'Tracy', 'Goodwin', '3/2/1979', '***-**-2848', 'SC']
['438', 'Nathaniel', 'Swanson', '12/28/1957', '***-**-0880', 'NM']
['518', 'Daniel', 'Moore', '5/10/1959', '***-**-5676', 'RI']
['2084', 'Shannon', 'Anderson', '6/29/1958', '***-**-5070', 'TX']
['1723', 'Shaun', 'Rodriguez', '10/7/1983', '***-**-8987', 'IN']
['1212', 'Cassandra', 'Blanchard', '3/3/1977', '***-**-6073', 'ID']
['58', 'Michael', 'Andersen', '9/2/1961', '***-**-0392', 'ND']
['542', 'Cindy', 'Cruz', '10/8/1976', '***-**-5675', 'MN']
['574', 'Richard', 'Jones', '5/1/1986', '***-**-2767', 'OK']
['880', 'Judy', 'Williamson', '11/30/1958', '***-**-4904', 'PA']
['1601', 'Pamela', 'Arnold', '8/4/1994', '***-**-0539', 'NY']
['1873', 'Julia', 'Stuart', '5/20/1987', '***-**-0136', 'DE']
['180', 'Jessica', 'Johnson', '12/23/1959', '***-**-6174', 'CO']
['242', 'Samantha', 'Gilbert', '3/18/1961', '***-**-2427', 'UT']
['1215', 'Heather', 'Barton', '4/2/1973', '***-**-0109', 'NH']
['394', 'Lauren', 'Guzman', '2/22/1990', '***-**-5246', 'MD']
['1173', 'Tabitha', 'Salazar', '4/15/1990', '***-**-4140', 'IN']
['1681', 'Jason', 'Page', '9/17/1963', '***-**-4503', 'NH']
['1956', 'Justin', 'Simpson', '10/16/1964', '***-**-8212', 'CO']
['508', 'Richard', 'Brennan', '11/23/1987', '***-**-3215', 'AZ']
['1844', 'Aaron', 'Mathis', '2/4/1957', '***-**-1972', 'KY']
['1914', 'Kayla', 'Green', '11/13/1972', '***-**-3449', 'SC']
['1109', 'Sherry', 'Medina', '2/10/1991', '***-**-1685', 'AK']
['1656', 'Lee', 'Smith', '3/11/1984', '***-**-5651', 'OK']
['263', 'Michael', 'Rowe', '11/15/1967', '***-**-3860', 'VT']
['1069', 'Keith', 'Thompson', '10/26/1982', '***-**-2301', 'MA']
['1991', 'Justin', 'Austin', '2/16/1989', '***-**-2653', 'KY']
['1805', 'John', 'Rose', '8/25/1990', '***-**-5475', 'CO']
['2', 'Jason', 'Bailey', '2/10/1989', '***-**-0094', 'HI']
['468', 'Christie', 'Parker', '6/10/1986', '***-**-2928', 'MA']
['465', 'David', 'Bell', '10/23/1977', '***-**-4436', 'MA']
['1185', 'Shane', 'Brown', '3/26/1958', '***-**-4680', 'NH']
['630', 'Nicholas', 'Patrick', '11/19/1991', '***-**-8810', 'CT']
['811', 'Ashley', 'Heath', '3/25/1984', '***-**-7731', 'WV']
['1400', 'Kathryn', 'Conrad', '7/2/1991', '***-**-2367', 'AK']
['112', 'Pamela', 'Ramirez', '6/30/1984', '***-**-5534', 'PA']
['116', 'Kristin', 'Gonzalez', '8/4/1961', '***-**-5453', 'MI']
['1005', 'Paul', 'Smith', '12/13/1964', '***-**-3289', 'AZ']
['400', 'Emily', 'Walters', '3/14/1984', '***-**-8813', 'RI']
['767', 'Olivia', 'Jimenez', '8/7/1977', '***-**-6400', 'ID']
['1158', 'Michelle', 'Richards', '9/25/1987', '***-**-0333', 'NV']
['2021', 'Robert', 'Stein', '8/20/1963', '***-**-5658', 'TN']
['1142', 'Tanya', 'Ellis', '3/3/1979', '***-**-3149', 'DE']
['1736', 'Amanda', 'Cervantes', '9/2/1978', '***-**-6911', 'KY']
['837', 'John', 'Pham', '11/9/1991', '***-**-7062', 'NH']
['197', 'Raymond', 'Hunter', '1/19/1981', '***-**-5472', 'MD']
['1999', 'Wendy', 'Garrett', '6/23/1982', '***-**-8044', 'SD']
['1326', 'Joseph', 'Brown', '9/6/1971', '***-**-9641', 'NY']
['1803', 'Shawn', 'Johnson', '2/17/1969', '***-**-5012', 'WA']
['399', 'Linda', 'Warner', '9/26/1959', '***-**-0217', 'NM']
['228', 'Elijah', 'Padilla', '4/21/1982', '***-**-1696', 'AK']
['382', 'Jason', 'Torres', '6/5/1958', '***-**-8830', 'AL']
['41', 'Christopher', 'Flores', '12/28/1959', '***-**-0940', 'SD']
['1012', 'Anthony', 'Ware', '2/7/1980', '***-**-4265', 'WI']
['1298', 'Paul', 'Hebert', '11/11/1984', '***-**-0581', 'MS']
